SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC21335,25,24,54,13,3,17,0,8,8,3,3,3,0,0,0,13,8,25,9,13,23,0,0,0,52,33.3,46.3,64,58.3,51.9,0,0,0,0,0,0,0,5,5,3,3,4,6,5,12,0,0,0,0,0,0,6,3,11,32,21,52,0,0,0,25,15,42,5,8,14
SSC21336,171,184,355,95,45,139,18,50,71,6,8,15,7,5,15,128,113,241,42,67,104,5.5,4.4,6.2,74.9,61.4,67.9,69.6,56,63.4,3,3,4,3,4,14,9,25,32,16,14,39,62,32,94,0,3,3,6,6,13,72,42,111,191,193,383,21,33,52,134,144,279,70,69,143
SSC21337,165,170,335,65,24,89,18,48,65,0,5,9,9,3,9,89,81,169,62,82,144,10.1,3.7,5.3,53.9,47.6,50.4,50.3,45.3,48.7,3,3,6,3,3,9,15,27,36,15,21,35,52,23,72,3,3,10,5,5,10,57,29,81,156,157,311,25,23,56,113,115,230,62,69,127
SSC21338,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,100,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,8,0,0,0,3,4,8,0,0,0
SSC21339,226,234,462,138,65,200,18,70,87,5,10,11,13,8,21,169,150,317,42,70,114,7.7,5.3,6.6,74.8,64.1,68.6,71.2,62,64.5,5,8,10,3,3,11,15,36,51,25,31,56,70,37,112,0,3,4,3,12,11,79,53,126,150,152,299,122,130,247,41,42,87,210,213,424
SSC21340,78,79,162,30,19,47,20,28,51,3,5,6,3,3,4,60,57,111,19,18,36,5,5.3,3.6,76.9,72.2,68.5,67.9,65.8,64.2,0,3,7,4,4,11,5,16,21,4,12,14,16,8,22,0,0,0,5,0,5,16,7,24,92,81,173,4,5,13,66,59,126,27,28,53
SSC21341,177,164,344,88,40,134,25,49,70,9,10,15,3,6,6,125,111,232,50,46,90,2.4,5.4,2.6,70.6,67.7,67.4,68.9,60.4,63.7,0,7,5,3,8,14,31,33,59,18,19,35,37,13,54,3,0,3,3,7,7,42,18,63,181,177,359,12,7,19,140,138,279,57,47,98
SSC21342,43,48,89,15,10,20,4,10,18,6,6,14,0,0,0,24,25,50,9,14,23,0,0,0,55.8,52.1,56.2,58.1,54.2,58.4,0,0,3,0,0,0,3,5,13,3,5,10,13,12,25,0,0,0,0,0,0,15,13,25,37,43,83,3,6,7,25,33,62,15,15,22
SSC21343,72,65,140,45,19,57,9,18,21,0,4,4,0,0,4,53,38,86,19,29,48,0,0,4.7,73.6,58.5,61.4,75,63.1,58.6,0,0,0,0,0,0,3,6,6,4,7,14,16,6,20,0,0,3,0,3,3,16,10,27,77,67,152,7,7,13,56,49,114,25,20,47
SSC21344,3022,3274,6294,1359,679,2035,306,796,1104,97,121,221,97,107,206,1860,1706,3565,957,1339,2296,5.2,6.3,5.8,61.5,52.1,56.6,58.3,48.7,53.4,51,59,112,31,80,115,160,336,492,213,332,542,926,425,1347,27,47,76,57,105,157,1004,573,1578,2995,3043,6035,578,651,1230,1855,1897,3750,1495,1644,3145
SSC21345,169,174,336,79,45,126,21,44,69,4,4,8,4,3,10,107,104,213,40,54,96,3.7,2.9,4.7,63.3,59.8,63.4,61.5,53.4,60.4,11,3,9,3,7,8,15,28,38,13,27,41,44,13,58,3,4,5,3,3,3,46,25,71,175,167,336,22,29,46,118,120,230,65,75,132
SSC21346,4158,4727,8885,2137,1116,3253,432,1211,1646,108,150,256,116,107,224,2790,2586,5376,1158,1895,3057,4.2,4.1,4.2,67.1,54.7,60.5,64.4,52.4,58,75,114,187,40,113,151,332,553,887,317,596,914,1327,619,1947,31,70,100,60,120,173,1418,806,2225,4135,4503,8638,614,681,1300,2792,3079,5868,1745,1948,3698
SSC21347,1214,1203,2420,681,304,985,169,447,616,50,37,86,32,39,73,935,829,1763,226,323,555,3.4,4.7,4.1,77,68.9,72.9,74.1,65.5,69.7,15,9,24,12,34,47,93,149,247,89,135,223,392,154,548,6,21,32,12,33,47,415,213,624,1314,1291,2601,79,92,175,1084,1051,2131,266,290,551
SSC21348,32,35,67,14,11,29,4,4,7,0,0,0,0,0,0,20,16,39,11,12,25,0,0,0,62.5,45.7,58.2,56.3,42.9,53.7,0,0,0,0,3,3,3,3,6,0,3,4,17,5,23,0,0,0,0,0,0,13,5,22,26,24,53,5,7,14,17,21,37,17,11,29
SSC21349,49,34,80,26,9,36,11,11,15,3,3,3,0,0,0,36,20,57,9,9,22,0,0,0,73.5,58.8,71.3,81.6,67.6,67.5,0,0,0,3,3,3,0,5,6,10,8,15,10,0,11,0,0,0,4,3,5,12,3,21,51,42,93,0,0,0,41,33,80,4,3,10
SSC21350,646,602,1247,311,132,438,81,185,267,23,23,42,21,25,49,439,365,797,165,196,361,4.8,6.8,6.1,68,60.6,63.9,64.2,56.5,59.9,10,15,23,4,20,21,38,69,106,64,84,143,219,101,316,13,3,16,10,19,29,235,128,365,647,578,1224,87,72,160,452,411,866,243,219,458
SSC21351,139,143,280,64,33,100,18,39,55,3,3,5,8,10,16,92,85,177,32,42,77,8.7,11.8,9,66.2,59.4,63.2,61.2,52.4,57.1,3,5,8,3,5,13,7,16,20,9,23,33,43,12,53,0,0,0,5,3,7,49,19,67,136,134,266,20,24,43,106,104,211,40,44,86
SSC21352,457,436,896,216,101,312,51,126,175,22,17,36,9,12,18,293,248,547,122,150,272,3.1,4.8,3.3,64.1,56.9,61,63.2,56,58.4,3,3,10,4,10,16,26,45,76,38,65,108,166,65,231,0,6,4,3,6,11,171,82,248,489,466,953,46,47,96,353,326,685,154,159,306
SSC21353,22,13,34,3,4,12,3,0,3,0,0,3,3,0,3,12,8,19,7,6,15,25,0,15.8,54.5,61.5,55.9,27.3,30.8,52.9,0,0,0,0,0,0,3,0,0,3,3,3,5,0,10,0,0,0,0,0,0,5,0,6,14,16,31,3,0,3,17,11,22,6,7,13
SSC21354,3216,3423,6643,1126,585,1706,400,570,968,80,88,170,217,221,441,1820,1463,3287,1190,1760,2947,11.9,15.1,13.4,56.6,42.7,49.5,49.9,36.3,42.8,34,41,69,11,21,38,248,304,549,213,272,488,497,305,804,31,32,66,45,62,105,573,405,974,3259,3431,6690,377,401,779,2495,2620,5108,965,1022,1990
SSC21355,1643,1657,3299,506,280,794,309,355,662,47,38,91,115,124,235,984,793,1783,575,780,1357,11.7,15.6,13.2,59.9,47.9,54,52.5,40.6,46.9,181,149,328,32,31,58,304,320,627,122,114,238,220,91,312,11,8,19,7,22,35,232,126,366,1282,1328,2612,445,405,850,739,837,1570,933,855,1789
SSC21356,75,77,150,35,17,53,10,30,41,7,5,14,0,0,4,54,51,103,13,24,38,0,0,3.9,72,66.2,68.7,69.3,67.5,72,5,7,13,5,5,11,9,17,24,6,5,10,15,6,19,0,0,0,0,4,6,15,5,22,69,77,153,10,9,16,54,61,123,20,16,38
SSC21357,1510,1614,3125,775,541,1309,225,399,628,38,72,112,69,78,141,1105,1087,2192,307,433,742,6.2,7.2,6.4,73.2,67.3,70.1,68.7,62.7,65.6,125,148,268,41,106,149,342,443,783,151,162,312,220,113,331,8,8,17,18,23,41,245,142,386,1460,1507,2970,293,308,597,844,882,1722,761,833,1597
SSC21358,15,12,25,7,4,12,0,3,5,0,0,0,0,0,0,13,11,16,3,3,3,0,0,0,86.7,91.7,64,46.7,58.3,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,15,10,32,0,0,0,13,9,24,0,0,5
SSC21359,8,3,11,4,0,5,0,3,4,0,0,0,0,0,0,4,5,11,0,0,3,0,0,0,50,166.7,100,50,100,81.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,3,4,5,11,0,0,3
SSC21360,133,133,270,64,32,94,15,44,59,9,5,11,3,8,10,95,82,177,35,40,71,3.2,9.8,5.6,71.4,61.7,65.6,66.2,60.9,60.7,6,0,6,3,4,6,10,22,33,10,9,19,43,14,57,0,0,0,0,6,6,42,25,66,158,142,296,13,13,34,107,98,212,48,45,97
SSC21361,70,54,127,17,10,24,9,19,24,0,3,3,3,0,0,30,23,60,31,24,54,10,0,0,42.9,42.6,47.2,37.1,59.3,40.2,0,0,0,0,3,3,5,7,8,3,11,14,29,5,30,0,0,0,0,0,0,29,5,30,59,54,112,6,3,8,45,40,86,19,12,34
SSC21362,28,14,42,6,4,12,3,0,4,3,0,3,4,0,4,14,10,25,4,5,12,28.6,0,16,50,71.4,59.5,42.9,28.6,45.2,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,4,4,6,4,6,21,16,35,3,0,4,21,16,38,4,0,3
SSC21363,9,7,9,0,0,0,3,0,6,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,44.4,0,66.7,33.3,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,7,9,0,0,0,9,7,9,0,0,0
SSC21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21365,70,57,122,25,12,42,3,16,16,0,0,0,3,0,3,35,33,68,26,16,48,8.6,0,4.4,50,57.9,55.7,40,49.1,47.5,0,0,4,0,3,3,0,7,7,8,3,6,19,3,26,0,4,3,0,0,0,22,6,30,73,49,124,12,11,18,51,33,86,26,25,52
SSC21366,2981,3163,6148,1451,780,2232,368,799,1163,76,81,159,125,107,228,2010,1771,3785,858,1268,2121,6.2,6,6,67.4,56,61.6,63.6,52.5,57.8,147,129,272,56,76,139,459,543,1006,266,354,624,699,324,1021,11,44,53,39,66,101,754,428,1179,2984,3129,6117,431,414,838,2139,2239,4378,1150,1179,2324
SSC21367,14,11,26,10,3,11,0,6,6,0,0,0,0,0,0,10,12,17,0,0,0,0,0,0,71.4,109.1,65.4,71.4,81.8,65.4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,17,12,27,0,0,0,13,8,22,8,3,7
SSC21368,11,11,20,3,3,12,0,7,4,0,0,0,0,0,0,7,10,17,6,3,3,0,0,0,63.6,90.9,85,27.3,90.9,80,0,0,0,0,0,0,0,3,5,0,0,3,8,3,5,0,0,0,0,0,0,8,3,5,6,11,15,4,0,7,6,9,16,4,4,11
SSC21369,62,43,107,45,16,57,5,8,10,0,3,3,5,0,4,48,30,77,8,17,26,10.4,0,5.2,77.4,69.8,72,80.6,62.8,65.4,0,0,0,3,0,3,3,12,15,4,5,7,21,3,19,0,0,0,3,0,3,20,4,26,62,49,113,8,11,18,47,43,87,23,14,37
SSC21370,75,84,157,37,12,52,9,24,35,0,6,10,3,3,3,55,45,100,19,31,53,5.5,6.7,3,73.3,53.6,63.7,61.3,50,61.8,3,0,7,0,0,4,3,9,10,9,9,15,17,11,24,0,0,0,0,0,0,17,11,28,75,83,155,5,9,16,60,64,127,17,25,41
SSC21371,24,21,45,22,4,25,3,3,5,0,0,0,0,0,0,19,12,30,4,12,14,0,0,0,79.2,57.1,66.7,104.2,33.3,66.7,0,0,0,0,0,0,0,8,5,0,0,4,10,3,10,0,0,0,0,0,0,7,3,10,21,27,49,4,3,5,18,19,41,10,3,15
SSC21372,1355,1439,2797,692,325,1015,126,361,492,56,60,116,42,39,80,920,787,1705,327,526,848,4.6,5,4.7,67.9,54.7,61,64.5,51.8,58,3,7,17,3,27,26,40,93,135,65,145,206,440,201,640,10,32,41,10,39,44,464,270,731,1299,1372,2668,239,263,505,839,840,1677,604,703,1314
SSC21373,18,21,35,10,5,20,0,3,3,0,4,4,0,0,0,9,11,27,6,5,6,0,0,0,50,52.4,77.1,55.6,57.1,77.1,0,0,0,0,0,0,0,0,0,0,5,5,8,5,10,0,0,0,0,0,0,8,5,10,14,20,37,0,3,3,11,13,31,3,4,10
SSC21374,16,15,26,13,0,16,0,3,5,0,0,0,0,0,0,9,10,17,3,3,8,0,0,0,56.3,66.7,65.4,81.3,20,80.8,0,0,0,0,0,0,0,0,4,6,0,5,5,0,5,0,0,0,0,0,0,5,0,5,14,13,22,3,3,9,13,8,16,4,6,11
SSC21375,4,12,15,0,0,0,0,3,3,0,3,4,0,0,0,3,4,7,5,3,4,0,0,0,75,33.3,46.7,0,50,46.7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,9,12,0,4,5,3,9,12,0,4,5
SSC21376,439,412,847,142,58,200,57,110,170,18,18,33,10,5,15,227,190,421,185,197,381,4.4,2.6,3.6,51.7,46.1,49.7,49.4,45.1,47.6,0,3,3,0,4,7,8,28,36,15,38,46,106,57,161,6,3,13,11,5,18,122,69,188,431,386,818,43,47,83,321,283,610,116,127,243
SSC21377,138,127,258,53,25,76,8,32,34,4,3,11,4,10,7,70,63,130,44,44,90,5.7,15.9,5.4,50.7,49.6,50.4,47.1,47.2,46.9,0,0,4,0,0,3,5,10,18,3,12,17,34,10,44,0,3,3,0,3,3,33,20,50,122,104,228,7,6,13,101,83,179,35,35,69
SSC21378,154,175,333,71,41,112,22,62,87,4,3,4,3,3,10,99,115,216,45,53,102,3,2.6,4.6,64.3,65.7,64.9,63,60.6,61,0,3,7,3,6,13,22,35,56,10,20,34,44,15,58,0,7,7,3,4,3,49,20,70,162,177,342,18,24,45,135,155,289,37,47,82
SSC21379,9,11,24,11,6,13,0,4,4,0,0,0,0,0,0,8,11,17,4,0,3,0,0,0,88.9,100,70.8,122.2,90.9,70.8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,4,5,13,13,28,0,0,0,5,7,15,6,4,12
SSC21380,141,143,280,87,40,126,16,52,60,11,7,17,0,5,5,103,99,206,26,30,59,0,5.1,2.4,73,69.2,73.6,80.9,69.2,72.5,0,0,0,0,3,3,3,16,20,12,14,21,43,14,57,0,3,3,0,5,7,45,21,67,154,154,303,15,18,30,104,97,197,51,65,121
SSC21381,33,39,74,15,14,29,7,9,15,0,0,3,3,3,7,29,24,53,5,14,21,10.3,12.5,13.2,87.9,61.5,71.6,66.7,59,63.5,0,0,0,0,0,0,5,11,14,3,5,3,16,3,19,0,0,0,0,0,0,16,4,17,40,37,84,4,4,4,36,28,64,3,15,15
SSC21382,11,13,26,7,3,11,0,3,8,0,0,0,0,0,0,8,8,16,5,3,7,0,0,0,72.7,61.5,61.5,63.6,46.2,73.1,0,0,0,0,0,0,3,0,3,0,3,3,5,0,5,0,0,0,0,0,0,5,0,7,16,13,28,0,0,0,15,14,21,3,0,6
SSC21383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21384,41,42,81,22,12,39,4,13,17,0,0,0,0,0,4,32,28,57,5,11,21,0,0,7,78,66.7,70.4,63.4,59.5,69.1,0,0,0,0,0,0,3,3,5,4,6,8,9,7,18,0,3,3,0,0,0,9,10,26,40,52,93,5,4,4,35,35,75,12,14,23
SSC21385,340,362,706,145,96,239,59,85,143,17,6,25,7,15,17,224,199,422,96,142,240,3.1,7.5,4,65.9,55,59.8,65,51.7,57.6,61,34,92,7,24,30,107,136,241,28,24,55,13,5,18,0,0,0,4,9,12,13,12,31,298,298,592,78,64,142,211,209,412,166,161,332
SSC21386,21,24,48,7,3,13,0,5,4,0,0,3,0,0,0,11,12,19,14,5,17,0,0,0,52.4,50,39.6,33.3,33.3,41.7,3,0,3,0,0,0,0,4,8,7,4,12,6,0,6,0,0,0,0,0,0,5,0,5,24,22,47,0,0,4,19,17,37,3,9,11
SSC21387,31,32,63,27,9,31,0,9,15,0,0,0,0,0,0,26,22,47,4,12,12,0,0,0,83.9,68.8,74.6,87.1,56.3,73,4,0,7,0,0,0,4,8,12,3,0,3,3,4,9,0,0,0,0,0,0,3,4,9,28,31,62,3,4,4,32,25,59,3,4,11
SSC21388,812,821,1628,373,150,526,99,267,365,39,29,65,20,25,43,531,465,995,216,303,521,3.8,5.4,4.3,65.4,56.6,61.1,62.9,54.3,58.7,14,15,28,10,21,37,57,98,158,51,93,143,237,133,371,7,11,20,15,13,26,266,155,419,815,802,1619,119,127,246,549,550,1099,324,343,664
SSC21389,79,72,151,7,3,14,0,4,3,3,0,3,5,0,9,14,10,24,56,50,108,35.7,0,37.5,17.7,13.9,15.9,12.7,9.7,13.2,0,0,0,0,0,0,0,0,0,0,4,4,20,14,32,0,0,0,0,0,3,21,14,36,74,56,127,4,5,11,53,39,95,19,21,46
SSC21390,31,29,60,16,10,26,4,4,9,0,0,0,0,0,3,20,15,37,8,8,18,0,0,8.1,64.5,51.7,61.7,64.5,48.3,58.3,0,0,0,0,0,0,0,3,3,0,0,3,7,3,13,0,0,0,0,3,3,7,7,14,29,30,56,3,5,11,25,15,39,15,13,26
SSC21391,1699,1967,3659,633,302,938,194,492,684,71,78,147,70,62,125,966,926,1896,624,905,1526,7.2,6.7,6.6,56.9,47.1,51.8,52.9,44.3,48.3,12,23,33,22,49,69,105,163,268,84,170,256,521,250,775,24,40,56,37,49,83,576,339,912,1667,1810,3478,268,322,589,1154,1235,2390,699,817,1516
SSC21392,33,33,70,15,3,25,9,7,12,0,4,3,0,0,0,26,10,36,9,19,26,0,0,0,78.8,30.3,51.4,72.7,42.4,57.1,0,3,3,0,0,0,0,3,7,7,8,11,8,4,18,0,0,0,0,0,0,13,7,19,48,40,84,7,11,10,34,30,66,11,18,22
SSC21393,79,63,140,21,12,30,16,16,33,4,0,6,0,0,0,44,30,74,32,31,54,0,0,0,55.7,47.6,52.9,51.9,44.4,49.3,0,3,5,0,0,4,5,10,17,9,4,11,16,3,17,3,0,4,3,0,8,22,8,30,77,65,139,3,6,13,63,52,119,18,18,33
SSC21394,47,38,85,12,10,22,4,15,18,3,5,9,4,4,7,25,27,53,16,10,24,16,14.8,13.2,53.2,71.1,62.4,40.4,78.9,57.6,0,0,0,0,0,0,0,3,7,5,3,8,14,7,17,0,0,0,0,0,3,10,3,21,50,44,91,4,4,8,38,39,70,10,14,24
SSC21395,51,45,98,29,12,40,5,8,14,0,0,7,0,3,3,32,23,58,14,15,24,0,13,5.2,62.7,51.1,59.2,66.7,44.4,62.2,0,0,0,0,0,0,0,8,8,0,6,9,22,3,26,0,0,0,0,0,0,22,5,29,38,34,79,7,7,21,36,27,64,11,15,27
SSC21396,142,122,259,69,18,87,19,37,56,11,5,14,3,3,3,93,67,160,36,46,79,3.2,4.5,1.9,65.5,54.9,61.8,69.7,49.2,60.6,0,0,0,0,7,3,9,13,22,6,8,15,41,13,55,0,5,6,3,0,5,44,22,64,135,122,264,8,4,15,119,94,213,24,31,48
SSC21397,46,45,87,20,12,32,11,12,24,3,3,6,0,0,0,27,34,66,14,16,25,0,0,0,58.7,75.6,75.9,73.9,60,71.3,0,0,0,0,3,3,3,6,8,3,6,11,8,8,13,0,0,0,0,0,3,12,4,18,43,54,90,7,4,15,30,43,77,16,11,28
SSC21398,7,7,15,6,4,11,0,0,0,0,0,0,0,0,0,7,3,12,0,0,6,0,0,0,100,42.9,80,85.7,57.1,73.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,15,0,0,0,7,6,11,0,0,0
SSC21399,15,9,23,10,0,8,0,4,9,0,0,0,0,0,0,7,3,13,0,4,5,0,0,0,46.7,33.3,56.5,66.7,44.4,73.9,0,0,0,0,0,0,0,3,3,0,0,0,6,0,4,0,0,0,0,0,0,6,0,4,17,12,30,0,0,0,17,15,30,0,0,0
SSC21400,7,3,7,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,42.9,100,42.9,42.9,100,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,7,0,0,0,7,3,7,0,0,0
SSC21401,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,3,3,8,0,0,0
SSC21402,27,21,47,6,3,14,0,3,4,0,0,0,0,0,3,10,9,17,11,16,25,0,0,17.6,37,42.9,36.2,22.2,28.6,38.3,0,0,0,0,0,0,0,0,4,0,3,3,8,3,12,0,0,0,0,4,3,5,5,11,24,22,45,0,0,0,21,19,38,0,3,5
SSC21403,3745,3950,7693,1853,902,2758,406,947,1354,140,145,277,212,221,434,2602,2212,4821,923,1490,2408,8.1,10,9,69.5,56,62.7,64.1,50.5,57.1,46,52,102,23,65,86,170,322,490,269,418,686,1043,585,1628,31,68,103,66,101,169,1144,754,1902,3873,3997,7862,647,653,1298,2690,2709,5397,1523,1659,3185
SSC21404,2907,3137,6045,1131,581,1714,307,707,1015,110,104,217,98,82,177,1652,1469,3120,1030,1392,2415,5.9,5.6,5.7,56.8,46.8,51.6,53.3,44.4,48.7,19,33,52,26,60,84,147,279,433,154,307,464,792,379,1170,22,62,88,56,62,122,869,508,1377,2841,2965,5807,387,375,762,2033,2119,4156,1040,1077,2114
SSC21405,34,34,67,20,12,26,6,6,12,0,0,3,0,0,3,24,17,45,12,9,20,0,0,6.7,70.6,50,67.2,76.5,52.9,61.2,0,0,0,0,0,0,0,6,6,0,0,4,5,0,10,0,0,0,0,0,0,7,3,14,30,32,61,3,7,11,26,18,45,10,15,31
SSC21406,2728,3006,5732,1068,566,1634,373,781,1152,77,101,174,71,67,136,1587,1513,3101,934,1276,2208,4.5,4.4,4.4,58.2,50.3,54.1,55.6,48.2,51.6,91,97,193,60,108,160,297,440,739,227,309,538,646,291,933,28,54,80,44,76,115,709,424,1135,2568,2806,5380,434,493,923,1671,1797,3468,1180,1319,2496
SSC21407,50,49,99,20,7,24,8,21,31,0,0,4,0,0,0,35,26,55,7,15,28,0,0,0,70,53.1,55.6,56,57.1,59.6,3,8,11,0,0,0,9,8,16,3,9,12,6,0,9,0,0,0,0,6,5,14,6,15,44,48,88,4,5,5,31,39,72,12,12,23
SSC21408,132,121,259,55,27,83,18,36,54,9,4,18,3,3,4,86,74,160,41,38,82,3.5,4.1,2.5,65.2,61.2,61.8,62.1,55.4,59.8,0,0,0,0,3,5,9,21,29,3,11,15,34,15,48,0,0,0,5,6,10,42,20,62,142,122,268,23,18,42,119,94,213,42,47,82
SSC21409,88,63,153,27,20,38,13,10,24,5,3,5,3,0,3,45,29,74,40,35,70,6.7,0,4.1,51.1,46,48.4,51.1,52.4,43.8,0,3,7,0,0,0,6,3,8,5,8,11,25,12,32,0,0,0,0,0,0,25,12,36,88,67,151,9,3,7,69,54,120,24,13,43
SSC21410,38,40,81,28,9,37,0,12,16,0,0,0,0,0,0,30,26,55,3,11,15,0,0,0,78.9,65,67.9,73.7,52.5,65.4,0,0,0,0,0,0,0,3,3,3,3,6,7,4,15,0,0,0,0,0,3,10,9,20,40,43,89,5,0,8,29,28,58,17,17,34
SSC21411,158,131,290,84,41,122,14,48,58,0,3,6,4,4,11,105,91,198,40,31,76,3.8,4.4,5.6,66.5,69.5,68.3,62,70.2,64.1,3,0,4,0,7,6,7,22,23,14,22,28,52,16,68,4,0,5,4,3,5,61,18,74,160,130,295,16,10,34,123,105,229,45,38,87
SSC21412,95,105,194,49,17,64,14,35,45,3,6,10,3,0,4,68,59,125,22,39,62,4.4,0,3.2,71.6,56.2,64.4,69.5,55.2,61.3,0,0,0,0,0,0,13,12,22,3,15,21,26,9,32,0,3,3,0,0,3,24,11,36,100,107,207,12,8,17,92,89,178,17,21,38
SSC21413,51,46,96,19,10,26,7,14,17,0,3,5,0,0,0,24,27,50,21,21,36,0,0,0,47.1,58.7,52.1,51,58.7,50,0,0,0,0,0,0,4,3,9,6,0,10,23,5,28,0,4,6,0,0,0,21,14,36,46,39,83,8,7,13,34,31,65,16,12,31
SSC21414,10,0,11,3,0,3,0,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,30,0,27.3,30,0,54.5,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,4,3,0,3,3,3,4,3,0,3
SSC21415,5,3,7,5,0,7,0,3,3,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,100,100,100,100,100,142.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,5,0,13,0,0,0,5,0,13,0,0,0
SSC21416,18,19,35,15,3,19,0,9,13,0,0,0,0,0,0,17,17,31,3,0,3,0,0,0,94.4,89.5,88.6,83.3,63.2,91.4,0,0,0,0,0,0,0,3,3,0,3,3,8,0,10,0,0,0,0,0,0,8,0,10,20,23,42,0,0,0,19,15,38,7,3,10
